date,price,ticker,source_column,log_price
2010-02-18,1106.75,^GSPC,Adj Close,7.0091830716122505
2010-02-19,1109.1700439453125,^GSPC,Adj Close,7.011367306475841
2010-02-22,1108.010009765625,^GSPC,Adj Close,7.010320901350921
2010-02-23,1094.5999755859375,^GSPC,Adj Close,6.998144256405722
2010-02-24,1105.239990234375,^GSPC,Adj Close,7.007817776102913
2010-02-25,1102.93994140625,^GSPC,Adj Close,7.005734567550047
2010-02-26,1104.489990234375,^GSPC,Adj Close,7.007138960106905
2010-03-01,1115.7099609375,^GSPC,Adj Close,7.017246217530508
2010-03-02,1118.31005859375,^GSPC,Adj Close,7.019573948533395
2010-03-03,1118.7900390625,^GSPC,Adj Close,7.020003058054796
2010-03-04,1122.969970703125,^GSPC,Adj Close,7.023732214134367
2010-03-05,1138.699951171875,^GSPC,Adj Close,7.0376424969359705
2010-03-08,1138.5,^GSPC,Adj Close,7.037466885503794
2010-03-09,1140.449951171875,^GSPC,Adj Close,7.039178157527767
2010-03-10,1145.6099853515625,^GSPC,Adj Close,7.04369251243198
2010-03-11,1150.239990234375,^GSPC,Adj Close,7.047725886745486
2010-03-12,1149.989990234375,^GSPC,Adj Close,7.047508517175393
2010-03-15,1150.510009765625,^GSPC,Adj Close,7.047960609798829
2010-03-16,1159.4599609375,^GSPC,Adj Close,7.055709624781988
2010-03-17,1166.2099609375,^GSPC,Adj Close,7.061514420114552
2010-03-18,1165.8299560546875,^GSPC,Adj Close,7.061188520987863
2010-03-19,1159.9000244140625,^GSPC,Adj Close,7.05608909453625
2010-03-22,1165.81005859375,^GSPC,Adj Close,7.06117145363543
2010-03-23,1174.1700439453125,^GSPC,Adj Close,7.068316831420231
2010-03-24,1167.719970703125,^GSPC,Adj Close,7.062808383532942
2010-03-25,1165.72998046875,^GSPC,Adj Close,7.061102762449614
2010-03-26,1166.5899658203125,^GSPC,Adj Close,7.061840213065602
2010-03-29,1173.219970703125,^GSPC,Adj Close,7.0675073593784
2010-03-30,1173.27001953125,^GSPC,Adj Close,7.067550017841331
2010-03-31,1169.4300537109375,^GSPC,Adj Close,7.064271775523298
2010-04-01,1178.0999755859375,^GSPC,Adj Close,7.071658229528822
2010-04-05,1187.43994140625,^GSPC,Adj Close,7.07955495897191
2010-04-06,1189.43994140625,^GSPC,Adj Close,7.081237837847259
2010-04-07,1182.449951171875,^GSPC,Adj Close,7.075343794879997
2010-04-08,1186.43994140625,^GSPC,Adj Close,7.078712456310852
2010-04-09,1194.3699951171875,^GSPC,Adj Close,7.085374124607683
2010-04-12,1196.47998046875,^GSPC,Adj Close,7.087139175464824
2010-04-13,1197.300048828125,^GSPC,Adj Close,7.0878243415046605
2010-04-14,1210.6500244140625,^GSPC,Adj Close,7.098912704604569
2010-04-15,1211.6700439453125,^GSPC,Adj Close,7.099754888595746
2010-04-16,1192.1300048828125,^GSPC,Adj Close,7.083496906177198
2010-04-19,1197.52001953125,^GSPC,Adj Close,7.088008046916729
2010-04-20,1207.1700439453125,^GSPC,Adj Close,7.0960340926538
2010-04-21,1205.93994140625,^GSPC,Adj Close,7.095014576218098
2010-04-22,1208.6700439453125,^GSPC,Adj Close,7.097275896861188
2010-04-23,1217.280029296875,^GSPC,Adj Close,7.104374164544407
2010-04-26,1212.050048828125,^GSPC,Adj Close,7.100068460189314
2010-04-27,1183.7099609375,^GSPC,Adj Close,7.076408820010612
2010-04-28,1191.3599853515625,^GSPC,Adj Close,7.082850778388793
2010-04-29,1206.780029296875,^GSPC,Adj Close,7.095710958670082
2010-04-30,1186.68994140625,^GSPC,Adj Close,7.078923148530216
2010-05-03,1202.260009765625,^GSPC,Adj Close,7.091958405983478
2010-05-04,1173.5999755859375,^GSPC,Adj Close,7.06783120602606
2010-05-05,1165.8699951171875,^GSPC,Adj Close,7.06122286422528
2010-05-06,1128.1500244140625,^GSPC,Adj Close,7.028334423581316
2010-05-07,1110.8800048828125,^GSPC,Adj Close,7.012907777400409
2010-05-10,1159.72998046875,^GSPC,Adj Close,7.055942481546024
2010-05-11,1155.7900390625,^GSPC,Adj Close,7.052539405627558
2010-05-12,1171.6700439453125,^GSPC,Adj Close,7.066185398029383
2010-05-13,1157.43994140625,^GSPC,Adj Close,7.053965898140158
2010-05-14,1135.6800537109375,^GSPC,Adj Close,7.034986916752207
2010-05-17,1136.93994140625,^GSPC,Adj Close,7.036095670373216
2010-05-18,1120.800048828125,^GSPC,Adj Close,7.021798038588218
2010-05-19,1115.050048828125,^GSPC,Adj Close,7.016654569728202
2010-05-20,1071.5899658203125,^GSPC,Adj Close,6.9768987738904364
2010-05-21,1087.68994140625,^GSPC,Adj Close,6.991811406476141
2010-05-24,1073.6500244140625,^GSPC,Adj Close,6.978819360152453
2010-05-25,1074.030029296875,^GSPC,Adj Close,6.979173234917106
2010-05-26,1067.949951171875,^GSPC,Adj Close,6.973496156223455
2010-05-27,1103.06005859375,^GSPC,Adj Close,7.005843467992131
2010-05-28,1089.4100341796875,^GSPC,Adj Close,6.993391575646726
2010-06-01,1070.7099609375,^GSPC,Adj Close,6.976077222322127
2010-06-02,1098.3800048828125,^GSPC,Adj Close,7.001591650430469
2010-06-03,1102.8299560546875,^GSPC,Adj Close,7.005634842413912
2010-06-04,1064.8800048828125,^GSPC,Adj Close,6.970617400324081
2010-06-07,1050.469970703125,^GSPC,Adj Close,6.956992934158365
2010-06-08,1062.0,^GSPC,Adj Close,6.967909201801884
2010-06-09,1055.68994140625,^GSPC,Adj Close,6.961949805059996
2010-06-10,1086.8399658203125,^GSPC,Adj Close,6.9910296507261735
2010-06-11,1091.5999755859375,^GSPC,Adj Close,6.995399766468791
2010-06-14,1089.6300048828125,^GSPC,Adj Close,6.993593472537034
2010-06-15,1115.22998046875,^GSPC,Adj Close,7.016815923135535
2010-06-16,1114.6099853515625,^GSPC,Adj Close,7.016259833781439
2010-06-17,1116.0400390625,^GSPC,Adj Close,7.0175420195938285
2010-06-18,1117.510009765625,^GSPC,Adj Close,7.018858283732284
2010-06-21,1113.199951171875,^GSPC,Adj Close,7.014993985788885
2010-06-22,1095.31005859375,^GSPC,Adj Close,6.998792760701895
2010-06-23,1092.0400390625,^GSPC,Adj Close,6.995802821440826
2010-06-24,1073.68994140625,^GSPC,Adj Close,6.978856538235875
2010-06-25,1076.760009765625,^GSPC,Adj Close,6.98171182016742
2010-06-28,1074.5699462890625,^GSPC,Adj Close,6.979675810556766
2010-06-29,1041.239990234375,^GSPC,Adj Close,6.948167580214557
2010-06-30,1030.7099609375,^GSPC,Adj Close,6.938003126241222
2010-07-01,1027.3699951171875,^GSPC,Adj Close,6.934757412931978
2010-07-02,1022.5800170898438,^GSPC,Adj Close,6.930084141177676
2010-07-06,1028.06005859375,^GSPC,Adj Close,6.935428867065133
2010-07-07,1060.27001953125,^GSPC,Adj Close,6.966278890073397
2010-07-08,1070.25,^GSPC,Adj Close,6.975647545025056
2010-07-09,1077.9599609375,^GSPC,Adj Close,6.982825608791685
2010-07-12,1078.75,^GSPC,Adj Close,6.983558242397637
2010-07-13,1095.3399658203125,^GSPC,Adj Close,6.998820065133211
2010-07-14,1095.1700439453125,^GSPC,Adj Close,6.998664921468418
2010-07-15,1096.47998046875,^GSPC,Adj Close,6.999860310024831
2010-07-16,1064.8800048828125,^GSPC,Adj Close,6.970617400324081
2010-07-19,1071.25,^GSPC,Adj Close,6.97658146991199
2010-07-20,1083.47998046875,^GSPC,Adj Close,6.987933344080982
2010-07-21,1069.5899658203125,^GSPC,Adj Close,6.9750306444986965
2010-07-22,1093.6700439453125,^GSPC,Adj Close,6.997294332321122
2010-07-23,1102.6600341796875,^GSPC,Adj Close,7.005480752505466
2010-07-26,1115.010009765625,^GSPC,Adj Close,7.016618661222196
2010-07-27,1113.8399658203125,^GSPC,Adj Close,7.015568752914676
2010-07-28,1106.1300048828125,^GSPC,Adj Close,7.008622720276397
2010-07-29,1101.530029296875,^GSPC,Adj Close,7.00445542805588
2010-07-30,1101.5999755859375,^GSPC,Adj Close,7.004518925252079
2010-08-02,1125.8599853515625,^GSPC,Adj Close,7.026302454033245
2010-08-03,1120.4599609375,^GSPC,Adj Close,7.021494559391915
2010-08-04,1127.239990234375,^GSPC,Adj Close,7.027527437451943
2010-08-05,1125.81005859375,^GSPC,Adj Close,7.0262581076087285
2010-08-06,1121.6400146484375,^GSPC,Adj Close,7.022547192042331
2010-08-09,1127.7900390625,^GSPC,Adj Close,7.028015279149737
2010-08-10,1121.06005859375,^GSPC,Adj Close,7.022029997545809
2010-08-11,1089.469970703125,^GSPC,Adj Close,6.993446591547848
2010-08-12,1083.6099853515625,^GSPC,Adj Close,6.988053325147776
2010-08-13,1079.25,^GSPC,Adj Close,6.984021634435587
2010-08-16,1079.3800048828125,^GSPC,Adj Close,6.984142085724298
2010-08-17,1092.5400390625,^GSPC,Adj Close,6.996260575325646
2010-08-18,1094.1600341796875,^GSPC,Adj Close,6.997742255811585
2010-08-19,1075.6300048828125,^GSPC,Adj Close,6.980661819954689
2010-08-20,1071.68994140625,^GSPC,Adj Close,6.976992066031769
2010-08-23,1067.3599853515625,^GSPC,Adj Close,6.972943575237216
2010-08-24,1051.8699951171875,^GSPC,Adj Close,6.958324806875225
2010-08-25,1055.3299560546875,^GSPC,Adj Close,6.961608751566862
2010-08-26,1047.219970703125,^GSPC,Adj Close,6.95389428498597
2010-08-27,1064.5899658203125,^GSPC,Adj Close,6.970344995389253
2010-08-30,1048.9200439453125,^GSPC,Adj Close,6.955516384276168
2010-08-31,1049.3299560546875,^GSPC,Adj Close,6.95590710236466
2010-09-01,1080.2900390625,^GSPC,Adj Close,6.98498483875141
2010-09-02,1090.0999755859375,^GSPC,Adj Close,6.994024691738145
2010-09-03,1104.510009765625,^GSPC,Adj Close,7.007157085531306
2010-09-07,1091.8399658203125,^GSPC,Adj Close,6.995619594118538
2010-09-08,1098.8699951171875,^GSPC,Adj Close,7.002037653609441
2010-09-09,1104.1800537109375,^GSPC,Adj Close,7.0068583056684375
2010-09-10,1109.550048828125,^GSPC,Adj Close,7.011709850709128
2010-09-13,1121.9000244140625,^GSPC,Adj Close,7.022778977312273
2010-09-14,1121.0999755859375,^GSPC,Adj Close,7.022065603382665
2010-09-15,1125.0699462890625,^GSPC,Adj Close,7.025600487184934
2010-09-16,1124.6600341796875,^GSPC,Adj Close,7.025236077129088
2010-09-17,1125.5899658203125,^GSPC,Adj Close,7.02606259124402
2010-09-20,1142.7099609375,^GSPC,Adj Close,7.041157879133578
2010-09-21,1139.780029296875,^GSPC,Adj Close,7.038590566012863
2010-09-22,1134.280029296875,^GSPC,Adj Close,7.033753393218412
2010-09-23,1124.8299560546875,^GSPC,Adj Close,7.025387153040571
2010-09-24,1148.6700439453125,^GSPC,Adj Close,7.046360068588379
2010-09-27,1142.1600341796875,^GSPC,Adj Close,7.040676515406445
2010-09-28,1147.699951171875,^GSPC,Adj Close,7.045515176142294
2010-09-29,1144.72998046875,^GSPC,Adj Close,7.042924063259149
2010-09-30,1141.199951171875,^GSPC,Adj Close,7.039835576552694
2010-10-01,1146.239990234375,^GSPC,Adj Close,7.044242290912589
2010-10-04,1137.030029296875,^GSPC,Adj Close,7.036174904392867
2010-10-05,1160.75,^GSPC,Adj Close,7.056821626900031
2010-10-06,1159.969970703125,^GSPC,Adj Close,7.056149396440436
2010-10-07,1158.06005859375,^GSPC,Adj Close,7.054501520858642
2010-10-08,1165.1500244140625,^GSPC,Adj Close,7.060605134029926
2010-10-11,1165.3199462890625,^GSPC,Adj Close,7.060750960303113
2010-10-12,1169.77001953125,^GSPC,Adj Close,7.064562443967263
2010-10-13,1178.0999755859375,^GSPC,Adj Close,7.071658229528822
2010-10-14,1173.81005859375,^GSPC,Adj Close,7.068010197344419
2010-10-15,1176.18994140625,^GSPC,Adj Close,7.070035630217694
2010-10-18,1184.7099609375,^GSPC,Adj Close,7.0772532649084
2010-10-19,1165.9000244140625,^GSPC,Adj Close,7.061248620879345
2010-10-20,1178.1700439453125,^GSPC,Adj Close,7.071717703493023
2010-10-21,1180.260009765625,^GSPC,Adj Close,7.073490040445823
2010-10-22,1183.0799560546875,^GSPC,Adj Close,7.075876449230114
2010-10-25,1185.6199951171875,^GSPC,Adj Close,7.078021119376995
2010-10-26,1185.6400146484375,^GSPC,Adj Close,7.078038004519213
2010-10-27,1182.449951171875,^GSPC,Adj Close,7.075343794879997
2010-10-28,1183.780029296875,^GSPC,Adj Close,7.076468012116753
2010-10-29,1183.260009765625,^GSPC,Adj Close,7.076028628303185
2010-11-01,1184.3800048828125,^GSPC,Adj Close,7.076974714020438
2010-11-02,1193.5699462890625,^GSPC,Adj Close,7.084704050085132
2010-11-03,1197.9599609375,^GSPC,Adj Close,7.088375356528817
2010-11-04,1221.06005859375,^GSPC,Adj Close,7.1074746609384825
2010-11-05,1225.8499755859375,^GSPC,Adj Close,7.111389739992093
2010-11-08,1223.25,^GSPC,Adj Close,7.109266530169233
2010-11-09,1213.4000244140625,^GSPC,Adj Close,7.101181635628572
2010-11-10,1218.7099609375,^GSPC,Adj Close,7.105548169208297
2010-11-11,1213.5400390625,^GSPC,Adj Close,7.10129701931744
2010-11-12,1199.2099609375,^GSPC,Adj Close,7.089418253072687
2010-11-15,1197.75,^GSPC,Adj Close,7.088200075763232
2010-11-16,1178.3399658203125,^GSPC,Adj Close,7.071861918348543
2010-11-17,1178.5899658203125,^GSPC,Adj Close,7.072074058724532
2010-11-18,1196.68994140625,^GSPC,Adj Close,7.087314642268179
2010-11-19,1199.72998046875,^GSPC,Adj Close,7.089851794180089
2010-11-22,1197.8399658203125,^GSPC,Adj Close,7.0882751852950285
2010-11-23,1180.72998046875,^GSPC,Adj Close,7.073888153704479
2010-11-24,1198.3499755859375,^GSPC,Adj Close,7.088700869223096
2010-11-26,1189.4000244140625,^GSPC,Adj Close,7.081204277798862
2010-11-29,1187.760009765625,^GSPC,Adj Close,7.079824467533625
2010-11-30,1180.550048828125,^GSPC,Adj Close,7.0737357519234605
2010-12-01,1206.0699462890625,^GSPC,Adj Close,7.09512237418659
2010-12-02,1221.530029296875,^GSPC,Adj Close,7.107859474347211
2010-12-03,1224.7099609375,^GSPC,Adj Close,7.110459328363563
2010-12-06,1223.1199951171875,^GSPC,Adj Close,7.109160246260262
2010-12-07,1223.75,^GSPC,Adj Close,7.10967519384472
2010-12-08,1228.280029296875,^GSPC,Adj Close,7.113370119597335
2010-12-09,1233.0,^GSPC,Adj Close,7.117205503164344
2010-12-10,1240.4000244140625,^GSPC,Adj Close,7.123189206908704
2010-12-13,1240.4599609375,^GSPC,Adj Close,7.123237526059163
2010-12-14,1241.5899658203125,^GSPC,Adj Close,7.124148067743843
2010-12-15,1235.22998046875,^GSPC,Adj Close,7.119012450728508
2010-12-16,1242.8699951171875,^GSPC,Adj Close,7.125178496432781
2010-12-17,1243.9100341796875,^GSPC,Adj Close,7.126014950892674
2010-12-20,1247.0799560546875,^GSPC,Adj Close,7.128560062353218
2010-12-21,1254.5999755859375,^GSPC,Adj Close,7.134572056203004
2010-12-22,1258.8399658203125,^GSPC,Adj Close,7.137945913828546
2010-12-23,1256.77001953125,^GSPC,Adj Close,7.136300232050942
2010-12-27,1257.5400390625,^GSPC,Adj Close,7.136912741675753
2010-12-28,1258.510009765625,^GSPC,Adj Close,7.137683768270895
2010-12-29,1259.780029296875,^GSPC,Adj Close,7.13869240478156
2010-12-30,1257.8800048828125,^GSPC,Adj Close,7.137183047085142
2010-12-31,1257.6400146484375,^GSPC,Adj Close,7.136992239432459
2011-01-03,1271.8699951171875,^GSPC,Adj Close,7.14824353358022
2011-01-04,1270.199951171875,^GSPC,Adj Close,7.146929608927585
2011-01-05,1276.56005859375,^GSPC,Adj Close,7.151924285001893
2011-01-06,1273.8499755859375,^GSPC,Adj Close,7.149799070631256
2011-01-07,1271.5,^GSPC,Adj Close,7.147952584862174
2011-01-10,1269.75,^GSPC,Adj Close,7.146575309681355
2011-01-11,1274.47998046875,^GSPC,Adj Close,7.150293515939762
2011-01-12,1285.9599609375,^GSPC,Adj Close,7.159260769738612
2011-01-13,1283.760009765625,^GSPC,Adj Close,7.157548558498153
2011-01-14,1293.239990234375,^GSPC,Adj Close,7.164905968845455
2011-01-18,1295.02001953125,^GSPC,Adj Close,7.166281433111638
2011-01-19,1281.9200439453125,^GSPC,Adj Close,7.1561142673182525
2011-01-20,1280.260009765625,^GSPC,Adj Close,7.154818468914418
2011-01-21,1283.3499755859375,^GSPC,Adj Close,7.157229106518678
2011-01-24,1290.8399658203125,^GSPC,Adj Close,7.163048421753274
2011-01-25,1291.1800537109375,^GSPC,Adj Close,7.163311849526893
2011-01-26,1296.6300048828125,^GSPC,Adj Close,7.167523873675373
2011-01-27,1299.5400390625,^GSPC,Adj Close,7.169765664736173
2011-01-28,1276.3399658203125,^GSPC,Adj Close,7.1517518593119895
2011-01-31,1286.1199951171875,^GSPC,Adj Close,7.159385209244871
2011-02-01,1307.5899658203125,^GSPC,Adj Close,7.175941001082705
2011-02-02,1304.030029296875,^GSPC,Adj Close,7.173214770823342
2011-02-03,1307.0999755859375,^GSPC,Adj Close,7.175566203113469
2011-02-04,1310.8699951171875,^GSPC,Adj Close,7.178446314176221
2011-02-07,1319.050048828125,^GSPC,Adj Close,7.184667096522174
2011-02-08,1324.5699462890625,^GSPC,Adj Close,7.188843116898013
2011-02-09,1320.8800048828125,^GSPC,Adj Close,7.186053463820213
2011-02-10,1321.8699951171875,^GSPC,Adj Close,7.186802676027711
2011-02-11,1329.1500244140625,^GSPC,Adj Close,7.192294937529598
2011-02-14,1332.3199462890625,^GSPC,Adj Close,7.194677022173667
2011-02-15,1328.010009765625,^GSPC,Adj Close,7.191436867482087
2011-02-16,1336.3199462890625,^GSPC,Adj Close,7.197674806180939
2011-02-17,1340.4300537109375,^GSPC,Adj Close,7.200745777061319
2011-02-18,1343.010009765625,^GSPC,Adj Close,7.202668649783344
2011-02-22,1315.43994140625,^GSPC,Adj Close,7.1819264448628894
2011-02-23,1307.4000244140625,^GSPC,Adj Close,7.17579572985238
2011-02-24,1306.0999755859375,^GSPC,Adj Close,7.174800857891137
2011-02-25,1319.8800048828125,^GSPC,Adj Close,7.185296106056462
2011-02-28,1327.219970703125,^GSPC,Adj Close,7.190841786007695
2011-03-01,1306.3299560546875,^GSPC,Adj Close,7.174976924216637
2011-03-02,1308.43994140625,^GSPC,Adj Close,7.1765908221061565
2011-03-03,1330.969970703125,^GSPC,Adj Close,7.193663256685396
2011-03-04,1321.1500244140625,^GSPC,Adj Close,7.186257866896026
2011-03-07,1310.1300048828125,^GSPC,Adj Close,7.1778816516397566
2011-03-08,1321.8199462890625,^GSPC,Adj Close,7.186764813169933
2011-03-09,1320.02001953125,^GSPC,Adj Close,7.185402181776962
2011-03-10,1295.1099853515625,^GSPC,Adj Close,7.166350901300632
2011-03-11,1304.280029296875,^GSPC,Adj Close,7.1734064658252015
2011-03-14,1296.3900146484375,^GSPC,Adj Close,7.167338768868428
2011-03-15,1281.8699951171875,^GSPC,Adj Close,7.1560752244735815
2011-03-16,1256.8800048828125,^GSPC,Adj Close,7.136387742524209
2011-03-17,1273.719970703125,^GSPC,Adj Close,7.149697008756084
2011-03-18,1279.2099609375,^GSPC,Adj Close,7.153997948338629
2011-03-21,1298.3800048828125,^GSPC,Adj Close,7.168872616268812
2011-03-22,1293.77001953125,^GSPC,Adj Close,7.165315730927774
2011-03-23,1297.5400390625,^GSPC,Adj Close,7.1682254731862765
2011-03-24,1309.6600341796875,^GSPC,Adj Close,7.177522866621752
2011-03-25,1313.800048828125,^GSPC,Adj Close,7.180679017623941
2011-03-28,1310.18994140625,^GSPC,Adj Close,7.17792739912455
2011-03-29,1319.43994140625,^GSPC,Adj Close,7.184962638731852
2011-03-30,1328.260009765625,^GSPC,Adj Close,7.191625101358087
2011-03-31,1325.8299560546875,^GSPC,Adj Close,7.189793924253111
2011-04-01,1332.4100341796875,^GSPC,Adj Close,7.194744637197568
2011-04-04,1332.8699951171875,^GSPC,Adj Close,7.19508978737842
2011-04-05,1332.6300048828125,^GSPC,Adj Close,7.194909715920889
2011-04-06,1335.5400390625,^GSPC,Adj Close,7.197091012679042
2011-04-07,1333.510009765625,^GSPC,Adj Close,7.195569849979817
2011-04-08,1328.1700439453125,^GSPC,Adj Close,7.191557366978842
2011-04-11,1324.4599609375,^GSPC,Adj Close,7.188760078687441
2011-04-12,1314.1600341796875,^GSPC,Adj Close,7.180952983241716
2011-04-13,1314.4100341796875,^GSPC,Adj Close,7.181143200732026
2011-04-14,1314.52001953125,^GSPC,Adj Close,7.181226873822888
2011-04-15,1319.6800537109375,^GSPC,Adj Close,7.185144602648456
2011-04-18,1305.1400146484375,^GSPC,Adj Close,7.174065604919877
2011-04-19,1312.6199951171875,^GSPC,Adj Close,7.179780415137972
2011-04-20,1330.3599853515625,^GSPC,Adj Close,7.19320485027032
2011-04-21,1337.3800048828125,^GSPC,Adj Close,7.198467758769976
2011-04-25,1335.25,^GSPC,Adj Close,7.19687381921988
2011-04-26,1347.239990234375,^GSPC,Adj Close,7.205813327010072
2011-04-27,1355.6600341796875,^GSPC,Adj Close,7.212043724809901
2011-04-28,1360.47998046875,^GSPC,Adj Close,7.215592843281336
2011-04-29,1363.6099853515625,^GSPC,Adj Close,7.2178908630233565
2011-05-02,1361.219970703125,^GSPC,Adj Close,7.216136613914311
2011-05-03,1356.6199951171875,^GSPC,Adj Close,7.212751587543258
2011-05-04,1347.3199462890625,^GSPC,Adj Close,7.205872673290426
2011-05-05,1335.0999755859375,^GSPC,Adj Close,7.196761456109732
2011-05-06,1340.199951171875,^GSPC,Adj Close,7.200574099105609
2011-05-09,1346.2900390625,^GSPC,Adj Close,7.20510796920754
2011-05-10,1357.1600341796875,^GSPC,Adj Close,7.213149585217203
2011-05-11,1342.0799560546875,^GSPC,Adj Close,7.201975895529317
2011-05-12,1348.6500244140625,^GSPC,Adj Close,7.206859389201485
2011-05-13,1337.77001953125,^GSPC,Adj Close,7.19875934215606
2011-05-16,1329.469970703125,^GSPC,Adj Close,7.192535623517964
2011-05-17,1328.97998046875,^GSPC,Adj Close,7.192166994994634
2011-05-18,1340.6800537109375,^GSPC,Adj Close,7.200932266978337
2011-05-19,1343.5999755859375,^GSPC,Adj Close,7.2031078395675046
2011-05-20,1333.27001953125,^GSPC,Adj Close,7.19538986495489
2011-05-23,1317.3699951171875,^GSPC,Adj Close,7.183392600113902
2011-05-24,1316.280029296875,^GSPC,Adj Close,7.18256487746857
2011-05-25,1320.469970703125,^GSPC,Adj Close,7.18574299062524
2011-05-26,1325.68994140625,^GSPC,Adj Close,7.189688313392939
2011-05-27,1331.0999755859375,^GSPC,Adj Close,7.193760928711705
2011-05-31,1345.199951171875,^GSPC,Adj Close,7.204297943568073
2011-06-01,1314.550048828125,^GSPC,Adj Close,7.181249717867432
2011-06-02,1312.93994140625,^GSPC,Adj Close,7.180024131753385
2011-06-03,1300.1600341796875,^GSPC,Adj Close,7.170242639088193
2011-06-06,1286.1700439453125,^GSPC,Adj Close,7.159424123074471
2011-06-07,1284.93994140625,^GSPC,Adj Close,7.158467258031803
2011-06-08,1279.56005859375,^GSPC,Adj Close,7.154271593610195
2011-06-09,1289.0,^GSPC,Adj Close,7.161622002939187
2011-06-10,1270.97998046875,^GSPC,Adj Close,7.147543520057341
2011-06-13,1271.8299560546875,^GSPC,Adj Close,7.148212052616842
2011-06-14,1287.8699951171875,^GSPC,Adj Close,7.16074496610195
2011-06-15,1265.4200439453125,^GSPC,Adj Close,7.143159396594692
2011-06-16,1267.6400146484375,^GSPC,Adj Close,7.144912194570375
2011-06-17,1271.5,^GSPC,Adj Close,7.147952584862174
2011-06-20,1278.3599853515625,^GSPC,Adj Close,7.153333273952333
2011-06-21,1295.52001953125,^GSPC,Adj Close,7.166667453013797
2011-06-22,1287.1400146484375,^GSPC,Adj Close,7.160177993169389
2011-06-23,1283.5,^GSPC,Adj Close,7.157346000311195
2011-06-24,1268.449951171875,^GSPC,Adj Close,7.145550923134337
2011-06-27,1280.0999755859375,^GSPC,Adj Close,7.154693459790067
2011-06-28,1296.6700439453125,^GSPC,Adj Close,7.1675547525260646
2011-06-29,1307.4100341796875,^GSPC,Adj Close,7.175803386060977
2011-06-30,1320.6400146484375,^GSPC,Adj Close,7.18587175765614
2011-07-01,1339.6700439453125,^GSPC,Adj Close,7.200178626762223
2011-07-05,1337.8800048828125,^GSPC,Adj Close,7.198841554217144
2011-07-06,1339.219970703125,^GSPC,Adj Close,7.19984261203675
2011-07-07,1353.219970703125,^GSPC,Adj Close,7.210242194928842
2011-07-08,1343.800048828125,^GSPC,Adj Close,7.203256736821906
2011-07-11,1319.489990234375,^GSPC,Adj Close,7.185000569885332
2011-07-12,1313.6400146484375,^GSPC,Adj Close,7.180557200055495
2011-07-13,1317.719970703125,^GSPC,Adj Close,7.183658227164617
2011-07-14,1308.8699951171875,^GSPC,Adj Close,7.176919444795282
2011-07-15,1316.1400146484375,^GSPC,Adj Close,7.182458500335565
2011-07-18,1305.43994140625,^GSPC,Adj Close,7.174295382796197
2011-07-19,1326.72998046875,^GSPC,Adj Close,7.1904725324430405
2011-07-20,1325.8399658203125,^GSPC,Adj Close,7.189801474035641
2011-07-21,1343.800048828125,^GSPC,Adj Close,7.203256736821906
2011-07-22,1345.02001953125,^GSPC,Adj Close,7.204164176335019
2011-07-25,1337.4300537109375,^GSPC,Adj Close,7.198505181111775
2011-07-26,1331.93994140625,^GSPC,Adj Close,7.194391761049446
